	Province/State	Admin2
1139	South Dakota	Pennington
1140	South Dakota	Charles Mix
1141	South Dakota	Davison
1142	South Dakota	Bon Homme
1143	South Dakota	McCook
1144	South Dakota	Brown
1145	Alaska	Fairbanks North Star
1146	Alaska	Ketchikan Gateway
1147	Alaska	Anchorage
1148	Alaska	Soldotna
1149	Alaska	Sterling
1150	West Virginia	Jefferson
1151	West Virginia	Kanawha
1152	West Virginia	Mercer
1153	West Virginia	Tucker
1154	West Virginia	Monongalia
1155	West Virginia	Marshall
1156	West Virginia	Jackson
1157	West Virginia	Putnam
1160	Alabama	Autauga
1161	Alabama	Barbour
1162	Alabama	Bibb
1163	Alabama	Blount
1164	Alabama	Bullock
1165	Alabama	Butler
1166	Alabama	Cherokee
1167	Alabama	Chilton
1168	Alabama	Choctaw
1169	Alabama	Clarke
1170	Alabama	Clay
1171	Alabama	Cleburne
1172	Alabama	Coffee
1173	Alabama	Colbert
1174	Alabama	Conecuh
1175	Alabama	Coosa
1176	Alabama	Covington
1177	Alabama	Crenshaw
1178	Alabama	Dale
1179	Alabama	Dallas
1180	Alabama	DeKalb
1181	Alabama	Escambia
1182	Alabama	Etowah
1183	Alabama	Fayette
1184	Alabama	Franklin
1185	Alabama	Geneva
1186	Alabama	Greene
1187	Alabama	Hale
1188	Alabama	Henry
1189	Alabama	Houston
1190	Alabama	Lawrence
1191	Alabama	Lowndes
1192	Alabama	Macon
1193	Alabama	Marengo
1194	Alabama	Marshall
1195	Alabama	Monroe
1196	Alabama	Morgan
1197	Alabama	Perry
1198	Alabama	Pickens
1199	Alabama	Pike
1200	Alabama	Randolph
1201	Alabama	Russell
1202	Alabama	Sumter
1203	Alabama	Tallapoosa
1204	Alabama	Wilcox
1205	Alabama	Winston
1206	Alaska	Aleutians East
1207	Alaska	Aleutians West
1208	Alaska	Bethel
1209	Alaska	Bristol Bay
1210	Alaska	Denali
1211	Alaska	Dillingham
1212	Alaska	Haines
1213	Alaska	Hoonah-Angoon
1214	Alaska	Juneau
1215	Alaska	Kenai Peninsula
1216	Alaska	Kodiak Island
1217	Alaska	Kusilvak
1218	Alaska	Lake and Peninsula
1219	Alaska	Matanuska-Susitna
1220	Alaska	Nome
1221	Alaska	North Slope
1222	Alaska	Northwest Arctic
1223	Alaska	Petersburg
1224	Alaska	Prince of Wales-Hyder
1225	Alaska	Sitka
1226	Alaska	Skagway
1227	Alaska	Southeast Fairbanks
1228	Alaska	Valdez-Cordova
1229	Alaska	Wrangell
1230	Alaska	Yakutat
1231	Alaska	Yukon-Koyukuk
1232	Arizona	Gila
1233	Arizona	Greenlee
1234	Arizona	La Paz
1235	Arizona	Mohave
1236	Arkansas	Arkansas
1237	Arkansas	Ashley
1238	Arkansas	Baxter
1239	Arkansas	Calhoun
1240	Arkansas	Carroll
1241	Arkansas	Chicot
1242	Arkansas	Clay
1243	Arkansas	Cleveland
1244	Arkansas	Crawford
1245	Arkansas	Cross
1246	Arkansas	Dallas
1247	Arkansas	Desha
1248	Arkansas	Drew
1249	Arkansas	Franklin
1250	Arkansas	Fulton
1251	Arkansas	Hempstead
1252	Arkansas	Hot Spring
1253	Arkansas	Howard
1254	Arkansas	Izard
1255	Arkansas	Jackson
1256	Arkansas	Johnson
1257	Arkansas	Lafayette
1258	Arkansas	Lawrence
1259	Arkansas	Lee
1260	Arkansas	Lincoln
1261	Arkansas	Little River
1262	Arkansas	Logan
1263	Arkansas	Lonoke
1264	Arkansas	Madison
1265	Arkansas	Marion
1266	Arkansas	Miller
1267	Arkansas	Mississippi
1268	Arkansas	Monroe
1269	Arkansas	Montgomery
1270	Arkansas	Nevada
1271	Arkansas	Newton
1272	Arkansas	Ouachita
1273	Arkansas	Perry
1274	Arkansas	Phillips
1275	Arkansas	Pike
1276	Arkansas	Prairie
1277	Arkansas	Randolph
1278	Arkansas	Scott
1279	Arkansas	Sharp
1280	Arkansas	St. Francis
1281	Arkansas	Stone
1282	Arkansas	White
1283	Arkansas	Yell
1284	California	Alpine
1285	California	Colusa
1286	California	Del Norte
1287	California	El Dorado
1288	California	Glenn
1289	California	Inyo
1290	California	Kings
1291	California	Lake
1292	California	Lassen
1293	California	Mariposa
1294	California	Merced
1295	California	Modoc
1296	California	Plumas
1297	California	Sierra
1298	California	Sutter
1299	California	Tehama
1300	California	Trinity
1301	California	Tuolumne
1302	Colorado	Alamosa
1303	Colorado	Archuleta
1304	Colorado	Baca
1305	Colorado	Bent
1306	Colorado	Cheyenne
1307	Colorado	Conejos
1308	Colorado	Costilla
1309	Colorado	Custer
1310	Colorado	Delta
1311	Colorado	Dolores
1312	Colorado	Fremont
1313	Colorado	Gilpin
1314	Colorado	Huerfano
1315	Colorado	Jackson
1316	Colorado	Kiowa
1317	Colorado	Kit Carson
1318	Colorado	La Plata
1319	Colorado	Lake
1320	Colorado	Las Animas
1321	Colorado	Lincoln
1322	Colorado	Logan
1323	Colorado	Mineral
1324	Colorado	Moffat
1325	Colorado	Montezuma
1326	Colorado	Otero
1327	Colorado	Ouray
1328	Colorado	Phillips
1329	Colorado	Prowers
1330	Colorado	Rio Blanco
1331	Colorado	Rio Grande
1332	Colorado	Saguache
1333	Colorado	San Juan
1334	Colorado	Sedgwick
1335	Colorado	Teller
1336	Colorado	Washington
1337	District of Columbia	District of Columbia
1338	Florida	Calhoun
1339	Florida	DeSoto
1340	Florida	Dixie
1341	Florida	Franklin
1342	Florida	Gilchrist
1343	Florida	Glades
1344	Florida	Gulf
1345	Florida	Hamilton
1346	Florida	Hardee
1347	Florida	Hendry
1348	Florida	Holmes
1349	Florida	Jefferson
1350	Florida	Lafayette
1351	Florida	Levy
1352	Florida	Liberty
1353	Florida	Madison
1354	Florida	Okeechobee
1355	Florida	Suwannee
1356	Florida	Taylor
1357	Florida	Union
1358	Florida	Wakulla
1359	Florida	Washington
1360	Georgia	Appling
1361	Georgia	Atkinson
1362	Georgia	Bacon
1363	Georgia	Baker
1364	Georgia	Banks
1365	Georgia	Ben Hill
1366	Georgia	Berrien
1367	Georgia	Bleckley
1368	Georgia	Brantley
1369	Georgia	Brooks
1370	Georgia	Bryan
1371	Georgia	Bulloch
1372	Georgia	Burke
1373	Georgia	Calhoun
1374	Georgia	Camden
1375	Georgia	Candler
1376	Georgia	Catoosa
1377	Georgia	Chattahoochee
1378	Georgia	Clay
1379	Georgia	Coffee
1380	Georgia	Colquitt
1381	Georgia	Cook
1382	Georgia	Crawford
1383	Georgia	Crisp
1384	Georgia	Dade
1385	Georgia	Decatur
1386	Georgia	Dodge
1387	Georgia	Dooly
1388	Georgia	Echols
1389	Georgia	Elbert
1390	Georgia	Emanuel
1391	Georgia	Evans
1392	Georgia	Fannin
1393	Georgia	Franklin
1394	Georgia	Gilmer
1395	Georgia	Glascock
1396	Georgia	Grady
1397	Georgia	Greene
1398	Georgia	Habersham
1399	Georgia	Hancock
1400	Georgia	Haralson
1401	Georgia	Harris
1402	Georgia	Hart
1403	Georgia	Irwin
1404	Georgia	Jackson
1405	Georgia	Jasper
1406	Georgia	Jeff Davis
1407	Georgia	Jefferson
1408	Georgia	Jenkins
1409	Georgia	Johnson
1410	Georgia	Jones
1411	Georgia	Lanier
1412	Georgia	Liberty
1413	Georgia	Long
1414	Georgia	Macon
1415	Georgia	Madison
1416	Georgia	Marion
1417	Georgia	McDuffie
1418	Georgia	McIntosh
1419	Georgia	Meriwether
1420	Georgia	Mitchell
1421	Georgia	Montgomery
1422	Georgia	Morgan
1423	Georgia	Murray
1424	Georgia	Oglethorpe
1425	Georgia	Pierce
1426	Georgia	Pike
1427	Georgia	Pulaski
1428	Georgia	Putnam
1429	Georgia	Quitman
1430	Georgia	Rabun
1431	Georgia	Schley
1432	Georgia	Screven
1433	Georgia	Seminole
1434	Georgia	Stephens
1435	Georgia	Stewart
1436	Georgia	Talbot
1437	Georgia	Taliaferro
1438	Georgia	Tattnall
1439	Georgia	Taylor
1440	Georgia	Telfair
1441	Georgia	Thomas
1442	Georgia	Toombs
1443	Georgia	Towns
1444	Georgia	Treutlen
1445	Georgia	Union
1446	Georgia	Upson
1447	Georgia	Walker
1448	Georgia	Walton
1449	Georgia	Ware
1450	Georgia	Warren
1451	Georgia	Washington
1452	Georgia	Wayne
1453	Georgia	Webster
1454	Georgia	Wheeler
1455	Georgia	White
1456	Georgia	Wilcox
1457	Georgia	Wilkes
1458	Georgia	Wilkinson
1459	Hawaii	Hawaii
1460	Hawaii	Kalawao
1461	Idaho	Adams
1462	Idaho	Bannock
1463	Idaho	Bear Lake
1464	Idaho	Benewah
1465	Idaho	Boise
1466	Idaho	Bonner
1467	Idaho	Bonneville
1468	Idaho	Boundary
1469	Idaho	Butte
1470	Idaho	Camas
1471	Idaho	Caribou
1472	Idaho	Cassia
1473	Idaho	Clark
1474	Idaho	Clearwater
1475	Idaho	Custer
1476	Idaho	Elmore
1477	Idaho	Franklin
1478	Idaho	Fremont
1479	Idaho	Gem
1480	Idaho	Gooding
1481	Idaho	Idaho
1482	Idaho	Jefferson
1483	Idaho	Jerome
1484	Idaho	Latah
1485	Idaho	Lemhi
1486	Idaho	Lewis
1487	Idaho	Lincoln
1488	Idaho	Minidoka
1489	Idaho	Nez Perce
1490	Idaho	Oneida
1491	Idaho	Owyhee
1492	Idaho	Payette
1493	Idaho	Power
1494	Idaho	Shoshone
1495	Idaho	Valley
1496	Idaho	Washington
1497	Illinois	Alexander
1498	Illinois	Bond
1499	Illinois	Boone
1500	Illinois	Brown
1501	Illinois	Bureau
1502	Illinois	Calhoun
1503	Illinois	Carroll
1504	Illinois	Cass
1505	Illinois	Clark
1506	Illinois	Clay
1507	Illinois	Coles
1508	Illinois	Crawford
1509	Illinois	De Witt
1510	Illinois	Douglas
1511	Illinois	Edgar
1512	Illinois	Edwards
1513	Illinois	Effingham
1514	Illinois	Fayette
1515	Illinois	Ford
1516	Illinois	Franklin
1517	Illinois	Fulton
1518	Illinois	Gallatin
1519	Illinois	Greene
1520	Illinois	Grundy
1521	Illinois	Hamilton
1522	Illinois	Hancock
1523	Illinois	Hardin
1524	Illinois	Henderson
1525	Illinois	Henry
1526	Illinois	Iroquois
1527	Illinois	Jasper
1528	Illinois	Jefferson
1529	Illinois	Jersey
1530	Illinois	Johnson
1531	Illinois	Knox
1532	Illinois	Lawrence
1533	Illinois	Lee
1534	Illinois	Logan
1535	Illinois	Macon
1536	Illinois	Macoupin
1537	Illinois	Marion
1538	Illinois	Marshall
1539	Illinois	Mason
1540	Illinois	Massac
1541	Illinois	McDonough
1542	Illinois	Menard
1543	Illinois	Mercer
1544	Illinois	Monroe
1545	Illinois	Montgomery
1546	Illinois	Morgan
1547	Illinois	Moultrie
1548	Illinois	Ogle
1549	Illinois	Perry
1550	Illinois	Piatt
1551	Illinois	Pike
1552	Illinois	Pope
1553	Illinois	Pulaski
1554	Illinois	Putnam
1555	Illinois	Randolph
1556	Illinois	Richland
1557	Illinois	Saline
1558	Illinois	Schuyler
1559	Illinois	Scott
1560	Illinois	Shelby
1561	Illinois	Stark
1562	Illinois	Tazewell
1563	Illinois	Union
1564	Illinois	Vermilion
1565	Illinois	Wabash
1566	Illinois	Warren
1567	Illinois	Wayne
1568	Illinois	White
1569	Indiana	Benton
1570	Indiana	Blackford
1571	Indiana	Brown
1572	Indiana	Carroll
1573	Indiana	Cass
1574	Indiana	Clay
1575	Indiana	Clinton
1576	Indiana	Crawford
1577	Indiana	Daviess
1578	Indiana	Dearborn
1579	Indiana	Decatur
1580	Indiana	DeKalb
1581	Indiana	Fountain
1582	Indiana	Fulton
1583	Indiana	Gibson
1584	Indiana	Harrison
1585	Indiana	Henry
1586	Indiana	Huntington
1587	Indiana	Jackson
1588	Indiana	Jasper
1589	Indiana	Jay
1590	Indiana	Jefferson
1591	Indiana	Knox
1592	Indiana	Kosciusko
1593	Indiana	LaGrange
1594	Indiana	Lawrence
1595	Indiana	Marshall
1596	Indiana	Martin
1597	Indiana	Montgomery
1598	Indiana	Newton
1599	Indiana	Ohio
1600	Indiana	Orange
1601	Indiana	Parke
1602	Indiana	Perry
1603	Indiana	Pike
1604	Indiana	Porter
1605	Indiana	Posey
1606	Indiana	Pulaski
1607	Indiana	Randolph
1608	Indiana	Rush
1609	Indiana	Spencer
1610	Indiana	Starke
1611	Indiana	Steuben
1612	Indiana	Sullivan
1613	Indiana	Switzerland
1614	Indiana	Union
1615	Indiana	Vermillion
1616	Indiana	Wabash
1617	Indiana	Warren
1618	Indiana	Warrick
1619	Indiana	White
1620	Indiana	Whitley
1621	Iowa	Adams
1622	Iowa	Appanoose
1623	Iowa	Audubon
1624	Iowa	Benton
1625	Iowa	Boone
1626	Iowa	Bremer
1627	Iowa	Buchanan
1628	Iowa	Buena Vista
1629	Iowa	Butler
1630	Iowa	Calhoun
1631	Iowa	Cass
1632	Iowa	Cedar
1633	Iowa	Cherokee
1634	Iowa	Chickasaw
1635	Iowa	Clarke
1636	Iowa	Clay
1637	Iowa	Clayton
1638	Iowa	Clinton
1639	Iowa	Crawford
1640	Iowa	Davis
1641	Iowa	Decatur
1642	Iowa	Delaware
1643	Iowa	Des Moines
1644	Iowa	Dickinson
1645	Iowa	Emmet
1646	Iowa	Floyd
1647	Iowa	Franklin
1648	Iowa	Fremont
1649	Iowa	Greene
1650	Iowa	Grundy
1651	Iowa	Guthrie
1652	Iowa	Hamilton
1653	Iowa	Hancock
1654	Iowa	Hardin
1655	Iowa	Howard
1656	Iowa	Humboldt
1657	Iowa	Ida
1658	Iowa	Iowa
1659	Iowa	Jackson
1660	Iowa	Jasper
1661	Iowa	Jefferson
1662	Iowa	Jones
1663	Iowa	Keokuk
1664	Iowa	Lee
1665	Iowa	Louisa
1666	Iowa	Lucas
1667	Iowa	Lyon
1668	Iowa	Madison
1669	Iowa	Mahaska
1670	Iowa	Marion
1671	Iowa	Marshall
1672	Iowa	Mills
1673	Iowa	Mitchell
1674	Iowa	Monona
1675	Iowa	Monroe
1676	Iowa	Montgomery
1677	Iowa	O'Brien
1678	Iowa	Osceola
1679	Iowa	Page
1680	Iowa	Palo Alto
1681	Iowa	Plymouth
1682	Iowa	Pocahontas
1683	Iowa	Ringgold
1684	Iowa	Sac
1685	Iowa	Shelby
1686	Iowa	Taylor
1687	Iowa	Union
1688	Iowa	Van Buren
1689	Iowa	Wapello
1690	Iowa	Warren
1691	Iowa	Wayne
1692	Iowa	Webster
1693	Iowa	Winnebago
1694	Iowa	Worth
1695	Iowa	Wright
1696	Kansas	Allen
1697	Kansas	Anderson
1698	Kansas	Atchison
1699	Kansas	Barber
1700	Kansas	Barton
1701	Kansas	Bourbon
1702	Kansas	Brown
1703	Kansas	Chase
1704	Kansas	Chautauqua
1705	Kansas	Cheyenne
1706	Kansas	Clark
1707	Kansas	Clay
1708	Kansas	Cloud
1709	Kansas	Coffey
1710	Kansas	Comanche
1711	Kansas	Cowley
1712	Kansas	Crawford
1713	Kansas	Decatur
1714	Kansas	Dickinson
1715	Kansas	Doniphan
1716	Kansas	Edwards
1717	Kansas	Elk
1718	Kansas	Ellis
1719	Kansas	Ellsworth
1720	Kansas	Finney
1721	Kansas	Geary
1722	Kansas	Gove
1723	Kansas	Graham
1724	Kansas	Grant
1725	Kansas	Gray
1726	Kansas	Greeley
1727	Kansas	Greenwood
1728	Kansas	Hamilton
1729	Kansas	Harper
1730	Kansas	Harvey
1731	Kansas	Haskell
1732	Kansas	Hodgeman
1733	Kansas	Jefferson
1734	Kansas	Jewell
1735	Kansas	Kearny
1736	Kansas	Kingman
1737	Kansas	Kiowa
1738	Kansas	Labette
1739	Kansas	Lane
1740	Kansas	Lincoln
1741	Kansas	Logan
1742	Kansas	Lyon
1743	Kansas	Marion
1744	Kansas	Marshall
1745	Kansas	McPherson
1746	Kansas	Meade
1747	Kansas	Miami
1748	Kansas	Montgomery
1749	Kansas	Morton
1750	Kansas	Nemaha
1751	Kansas	Neosho
1752	Kansas	Ness
1753	Kansas	Norton
1754	Kansas	Osage
1755	Kansas	Osborne
1756	Kansas	Ottawa
1757	Kansas	Pawnee
1758	Kansas	Phillips
1759	Kansas	Pottawatomie
1760	Kansas	Pratt
1761	Kansas	Rawlins
1762	Kansas	Republic
1763	Kansas	Rice
1764	Kansas	Rooks
1765	Kansas	Rush
1766	Kansas	Russell
1767	Kansas	Saline
1768	Kansas	Scott
1769	Kansas	Seward
1770	Kansas	Shawnee
1771	Kansas	Sheridan
1772	Kansas	Sherman
1773	Kansas	Smith
1774	Kansas	Stafford
1775	Kansas	Stanton
1776	Kansas	Stevens
1777	Kansas	Sumner
1778	Kansas	Thomas
1779	Kansas	Trego
1780	Kansas	Wabaunsee
1781	Kansas	Wallace
1782	Kansas	Washington
1783	Kansas	Wichita
1784	Kansas	Wilson
1785	Kansas	Woodson
1786	Kentucky	Adair
1787	Kentucky	Allen
1788	Kentucky	Ballard
1789	Kentucky	Barren
1790	Kentucky	Bath
1791	Kentucky	Bell
1792	Kentucky	Boone
1793	Kentucky	Boyd
1794	Kentucky	Boyle
1795	Kentucky	Bracken
1796	Kentucky	Breathitt
1797	Kentucky	Breckinridge
1798	Kentucky	Bullitt
1799	Kentucky	Butler
1800	Kentucky	Caldwell
1801	Kentucky	Campbell
1802	Kentucky	Carlisle
1803	Kentucky	Carroll
1804	Kentucky	Carter
1805	Kentucky	Casey
1806	Kentucky	Clay
1807	Kentucky	Clinton
1808	Kentucky	Crittenden
1809	Kentucky	Cumberland
1810	Kentucky	Edmonson
1811	Kentucky	Elliott
1812	Kentucky	Estill
1813	Kentucky	Fleming
1814	Kentucky	Floyd
1815	Kentucky	Fulton
1816	Kentucky	Gallatin
1817	Kentucky	Garrard
1818	Kentucky	Grant
1819	Kentucky	Graves
1820	Kentucky	Grayson
1821	Kentucky	Green
1822	Kentucky	Greenup
1823	Kentucky	Hancock
1824	Kentucky	Harlan
1825	Kentucky	Hart
1826	Kentucky	Henry
1827	Kentucky	Hickman
1828	Kentucky	Hopkins
1829	Kentucky	Jackson
1830	Kentucky	Jessamine
1831	Kentucky	Johnson
1832	Kentucky	Knott
1833	Kentucky	Knox
1834	Kentucky	Larue
1835	Kentucky	Laurel
1836	Kentucky	Lawrence
1837	Kentucky	Lee
1838	Kentucky	Leslie
1839	Kentucky	Letcher
1840	Kentucky	Lewis
1841	Kentucky	Lincoln
1842	Kentucky	Livingston
1843	Kentucky	Logan
1844	Kentucky	Madison
1845	Kentucky	Magoffin
1846	Kentucky	Marion
1847	Kentucky	Marshall
1848	Kentucky	Martin
1849	Kentucky	Mason
1850	Kentucky	McCracken
1851	Kentucky	McCreary
1852	Kentucky	McLean
1853	Kentucky	Meade
1854	Kentucky	Menifee
1855	Kentucky	Mercer
1856	Kentucky	Metcalfe
1857	Kentucky	Monroe
1858	Kentucky	Morgan
1859	Kentucky	Muhlenberg
1860	Kentucky	Nicholas
1861	Kentucky	Ohio
1862	Kentucky	Owen
1863	Kentucky	Owsley
1864	Kentucky	Pendleton
1865	Kentucky	Perry
1866	Kentucky	Pike
1867	Kentucky	Powell
1868	Kentucky	Robertson
1869	Kentucky	Rockcastle
1870	Kentucky	Rowan
1871	Kentucky	Russell
1872	Kentucky	Scott
1873	Kentucky	Shelby
1874	Kentucky	Simpson
1875	Kentucky	Spencer
1876	Kentucky	Taylor
1877	Kentucky	Todd
1878	Kentucky	Trigg
1879	Kentucky	Trimble
1880	Kentucky	Union
1881	Kentucky	Washington
1882	Kentucky	Wayne
1883	Kentucky	Webster
1884	Kentucky	Whitley
1885	Kentucky	Wolfe
1886	Kentucky	Woodford
1887	Louisiana	Allen
1888	Louisiana	Caldwell
1889	Louisiana	Cameron
1890	Louisiana	Concordia
1891	Louisiana	East Carroll
1892	Louisiana	East Feliciana
1893	Louisiana	Franklin
1894	Louisiana	Grant
1895	Louisiana	Jackson
1896	Louisiana	Jefferson Davis
1897	Louisiana	LaSalle
1898	Louisiana	Lincoln
1899	Louisiana	Madison
1900	Louisiana	Morehouse
1901	Louisiana	Natchitoches
1902	Louisiana	Pointe Coupee
1903	Louisiana	Red River
1904	Louisiana	Richland
1905	Louisiana	Sabine
1906	Louisiana	St. Helena
1907	Louisiana	St. Martin
1908	Louisiana	Tensas
1909	Louisiana	Union
1910	Louisiana	Vermilion
1911	Louisiana	Vernon
1912	Louisiana	West Carroll
1913	Louisiana	West Feliciana
1914	Louisiana	Winn
1915	Maine	Aroostook
1916	Maine	Franklin
1917	Maine	Hancock
1918	Maine	Knox
1919	Maine	Piscataquis
1920	Maine	Somerset
1921	Maine	Waldo
1922	Maine	Washington
1923	Maryland	Allegany
1924	Maryland	Cecil
1925	Maryland	Dorchester
1926	Maryland	Garrett
1927	Maryland	Kent
1928	Massachusetts	Dukes
1929	Massachusetts	Nantucket
1930	Michigan	Alcona
1931	Michigan	Alger
1932	Michigan	Alpena
1933	Michigan	Antrim
1934	Michigan	Arenac
1935	Michigan	Baraga
1936	Michigan	Benzie
1937	Michigan	Branch
1938	Michigan	Cass
1939	Michigan	Cheboygan
1940	Michigan	Chippewa
1941	Michigan	Crawford
1942	Michigan	Delta
1943	Michigan	Dickinson
1944	Michigan	Gogebic
1945	Michigan	Gratiot
1946	Michigan	Hillsdale
1947	Michigan	Houghton
1948	Michigan	Huron
1949	Michigan	Ionia
1950	Michigan	Iosco
1951	Michigan	Iron
1952	Michigan	Isabella
1953	Michigan	Kalamazoo
1954	Michigan	Kalkaska
1955	Michigan	Keweenaw
1956	Michigan	Lake
1957	Michigan	Lapeer
1958	Michigan	Lenawee
1959	Michigan	Luce
1960	Michigan	Mackinac
1961	Michigan	Manistee
1962	Michigan	Marquette
1963	Michigan	Mason
1964	Michigan	Mecosta
1965	Michigan	Menominee
1966	Michigan	Missaukee
1967	Michigan	Montmorency
1968	Michigan	Muskegon
1969	Michigan	Newaygo
1970	Michigan	Oceana
1971	Michigan	Ogemaw
1972	Michigan	Ontonagon
1973	Michigan	Osceola
1974	Michigan	Oscoda
1975	Michigan	Presque Isle
1976	Michigan	Sanilac
1977	Michigan	Schoolcraft
1978	Michigan	Shiawassee
1979	Michigan	St. Joseph
1980	Michigan	Van Buren
1981	Minnesota	Aitkin
1982	Minnesota	Becker
1983	Minnesota	Beltrami
1984	Minnesota	Big Stone
1985	Minnesota	Brown
1986	Minnesota	Carlton
1987	Minnesota	Chippewa
1988	Minnesota	Clearwater
1989	Minnesota	Cook
1990	Minnesota	Cottonwood
1991	Minnesota	Crow Wing
1992	Minnesota	Douglas
1993	Minnesota	Faribault
1994	Minnesota	Fillmore
1995	Minnesota	Freeborn
1996	Minnesota	Goodhue
1997	Minnesota	Grant
1998	Minnesota	Houston
1999	Minnesota	Hubbard
2000	Minnesota	Isanti
2001	Minnesota	Itasca
2002	Minnesota	Kanabec
2003	Minnesota	Kandiyohi
2004	Minnesota	Kittson
2005	Minnesota	Koochiching
2006	Minnesota	Lac qui Parle
2007	Minnesota	Lake
2008	Minnesota	Lake of the Woods
2009	Minnesota	Le Sueur
2010	Minnesota	Lincoln
2011	Minnesota	Lyon
2012	Minnesota	Mahnomen
2013	Minnesota	Marshall
2014	Minnesota	McLeod
2015	Minnesota	Meeker
2016	Minnesota	Mille Lacs
2017	Minnesota	Morrison
2018	Minnesota	Murray
2019	Minnesota	Nobles
2020	Minnesota	Norman
2021	Minnesota	Otter Tail
2022	Minnesota	Pennington
2023	Minnesota	Pine
2024	Minnesota	Pipestone
2025	Minnesota	Polk
2026	Minnesota	Pope
2027	Minnesota	Red Lake
2028	Minnesota	Redwood
2029	Minnesota	Rock
2030	Minnesota	Roseau
2031	Minnesota	Sherburne
2032	Minnesota	Sibley
2033	Minnesota	Stevens
2034	Minnesota	Swift
2035	Minnesota	Todd
2036	Minnesota	Traverse
2037	Minnesota	Wadena
2038	Minnesota	Watonwan
2039	Minnesota	Wilkin
2040	Minnesota	Winona
2041	Minnesota	Yellow Medicine
2042	Mississippi	Alcorn
2043	Mississippi	Amite
2044	Mississippi	Benton
2045	Mississippi	Calhoun
2046	Mississippi	Carroll
2047	Mississippi	Choctaw
2048	Mississippi	Claiborne
2049	Mississippi	Clarke
2050	Mississippi	Covington
2051	Mississippi	Greene
2052	Mississippi	Issaquena
2053	Mississippi	Jasper
2054	Mississippi	Jefferson
2055	Mississippi	Jefferson Davis
2056	Mississippi	Kemper
2057	Mississippi	Lamar
2058	Mississippi	Lauderdale
2059	Mississippi	Marion
2060	Mississippi	Neshoba
2061	Mississippi	Newton
2062	Mississippi	Noxubee
2063	Mississippi	Prentiss
2064	Mississippi	Quitman
2065	Mississippi	Sharkey
2066	Mississippi	Stone
2067	Mississippi	Tallahatchie
2068	Mississippi	Tishomingo
2069	Mississippi	Warren
2070	Mississippi	Wayne
2071	Mississippi	Yalobusha
2072	Missouri	Andrew
2073	Missouri	Atchison
2074	Missouri	Audrain
2075	Missouri	Barry
2076	Missouri	Barton
2077	Missouri	Benton
2078	Missouri	Bollinger
2079	Missouri	Buchanan
2080	Missouri	Butler
2081	Missouri	Caldwell
2082	Missouri	Callaway
2083	Missouri	Camden
2084	Missouri	Cape Girardeau
2085	Missouri	Carroll
2086	Missouri	Carter
2087	Missouri	Cedar
2088	Missouri	Chariton
2089	Missouri	Clark
2090	Missouri	Clay
2091	Missouri	Clinton
2092	Missouri	Cooper
2093	Missouri	Crawford
2094	Missouri	Dade
2095	Missouri	Dallas
2096	Missouri	Daviess
2097	Missouri	DeKalb
2098	Missouri	Dent
2099	Missouri	Douglas
2100	Missouri	Franklin
2101	Missouri	Gasconade
2102	Missouri	Gentry
2103	Missouri	Grundy
2104	Missouri	Harrison
2105	Missouri	Hickory
2106	Missouri	Holt
2107	Missouri	Howard
2108	Missouri	Howell
2109	Missouri	Iron
2110	Missouri	Jefferson
2111	Missouri	Knox
2112	Missouri	Laclede
2113	Missouri	Lafayette
2114	Missouri	Lawrence
2115	Missouri	Lewis
2116	Missouri	Lincoln
2117	Missouri	Linn
2118	Missouri	Livingston
2119	Missouri	Macon
2120	Missouri	Madison
2121	Missouri	Maries
2122	Missouri	Marion
2123	Missouri	McDonald
2124	Missouri	Mercer
2125	Missouri	Miller
2126	Missouri	Mississippi
2127	Missouri	Moniteau
2128	Missouri	Monroe
2129	Missouri	Montgomery
2130	Missouri	Morgan
2131	Missouri	New Madrid
2132	Missouri	Newton
2133	Missouri	Nodaway
2134	Missouri	Oregon
2135	Missouri	Osage
2136	Missouri	Ozark
2137	Missouri	Pemiscot
2138	Missouri	Perry
2139	Missouri	Pettis
2140	Missouri	Phelps
2141	Missouri	Pike
2142	Missouri	Platte
2143	Missouri	Polk
2144	Missouri	Putnam
2145	Missouri	Ralls
2146	Missouri	Randolph
2147	Missouri	Ray
2148	Missouri	Reynolds
2149	Missouri	Ripley
2150	Missouri	Saline
2151	Missouri	Schuyler
2152	Missouri	Scotland
2153	Missouri	Shannon
2154	Missouri	Shelby
2155	Missouri	St. Clair
2156	Missouri	St. Francois
2157	Missouri	Ste. Genevieve
2158	Missouri	Stoddard
2159	Missouri	Stone
2160	Missouri	Sullivan
2161	Missouri	Taney
2162	Missouri	Texas
2163	Missouri	Vernon
2164	Missouri	Warren
2165	Missouri	Washington
2166	Missouri	Wayne
2167	Missouri	Webster
2168	Missouri	Worth
2169	Missouri	Wright
2170	Montana	Beaverhead
2171	Montana	Big Horn
2172	Montana	Blaine
2173	Montana	Carbon
2174	Montana	Carter
2175	Montana	Chouteau
2176	Montana	Custer
2177	Montana	Daniels
2178	Montana	Dawson
2179	Montana	Deer Lodge
2180	Montana	Fallon
2181	Montana	Fergus
2182	Montana	Garfield
2183	Montana	Glacier
2184	Montana	Golden Valley
2185	Montana	Granite
2186	Montana	Hill
2187	Montana	Jefferson
2188	Montana	Judith Basin
2189	Montana	Lake
2190	Montana	Liberty
2191	Montana	Lincoln
